ID,Label
1230,0
1231,0
1232,1
1233,0
1234,1
1235,0
1236,1
1237,0
1238,1
1239,1
1240,1
1241,0
1242,0
1243,1
1244,1
1245,0
1246,1
1247,1
1248,1
1249,0
1250,1
1251,1
1252,1
1253,0
1254,1
1255,1
1256,0
1257,0
1258,0
1259,0
1260,0
1261,0
1262,1
1263,1
1264,0
1265,1
1266,1
1267,0
1268,1
1269,1
1270,0
1271,1
1272,0
1273,1
1274,0
1275,0
1276,0
1277,0
1278,1
1279,1
1280,1
1281,0
1282,0
1283,1
1284,1
1285,0
1286,1
1287,1
1288,1
1289,0
1290,1
1291,0
1292,0
1293,0
1294,1
1295,1
1296,1
1297,0
1298,1
1299,0
1300,0
1301,0
1302,0
1303,1
1304,0
1305,1
1306,0
1307,0
1308,1
1309,1
1310,0
1311,0
1312,0
1313,1
1314,0
1315,1
1316,1
1317,1
1318,1
1319,1
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,1
1327,0
1328,1
1329,1
1330,0
1331,0
1332,1
1333,0
1334,0
1335,1
1336,1
1337,1
1338,1
1339,0
1340,0
1341,0
1342,1
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,0
1353,1
1354,1
1355,1
1356,1
1357,1
1358,1
1359,0
1360,1
1361,1
1362,0
1363,1
1364,0
1365,1
1366,1
1367,1
1368,0
1369,1
1370,1
1371,0
1372,1
1373,0
1374,1
1375,0
1376,0
1377,1
1378,0
1379,0
1380,1
1381,0
1382,1
1383,1
1384,1
1385,0
1386,1
1387,1
1388,1
1389,0
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,0
1397,0
1398,1
1399,0
1400,0
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,1
1408,0
1409,1
1410,1
1411,0
1412,1
1413,0
1414,1
1415,0
1416,0
1417,0
1418,0
1419,0
1420,1
1421,1
1422,1
1423,0
1424,1
1425,1
1426,1
1427,0
1428,1
1429,0
1430,1
1431,0
1432,0
1433,1
1434,1
1435,1
1436,1
1437,0
1438,0
1439,1
1440,1
1441,1
1442,1
1443,0
1444,0
1445,1
1446,1
1447,0
1448,1
1449,0
1450,0
1451,1
1452,0
1453,1
1454,0
1455,0
1456,0
1457,1
1458,0
1459,0
1460,0
1461,0
1462,1
1463,1
1464,0
1465,0
1466,0
1467,0
1468,0
1469,0
1470,0
1471,0
1472,1
1473,1
1474,0
1475,1
1476,1
1477,0
1478,1
1479,0
1480,0
1481,1
1482,1
1483,0
1484,1
1485,1
1486,1
1487,1
1488,0
1489,0
1490,1
1491,0
1492,1
1493,0
1494,0
1495,0
1496,0
1497,0
1498,0
1499,1
1500,1
1501,1
1502,1
1503,1
1504,1
1505,1
1506,0
1507,0
1508,0
1509,1
1510,1
1511,0
1512,1
1513,1
1514,0
1515,0
1516,0
1517,0
1518,1
1519,0
1520,0
1521,1
1522,0
1523,1
1524,1
1525,1
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,0
1541,1
1542,1
1543,1
1544,1
1545,0
1546,0
1547,0
1548,0
1549,0
1550,1
1551,1
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,1
1560,0
1561,1
1562,1
1563,0
1564,0
1565,1
1566,0
1567,1
1568,1
1569,0
1570,0
1571,0
1572,0
1573,0
1574,0
1575,0
1576,0
1577,1
1578,1
1579,0
1580,0
1581,0
1582,0
1583,0
1584,1
1585,0
1586,1
1587,0
1588,1
1589,0
1590,1
1591,0
1592,0
1593,1
1594,0
1595,0
1596,1
1597,1
1598,0
1599,1
1600,1
1601,0
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,0
1609,1
1610,0
1611,0
1612,1
1613,1
1614,1
1615,0
1616,1
1617,0
1618,0
1619,1
1620,0
1621,1
1622,0
1623,1
1624,1
1625,0
1626,0
1627,0
1628,1
1629,0
1630,1
1631,0
1632,0
1633,0
1634,0
1635,0
1636,1
1637,1
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,1
1645,1
1646,1
1647,0
1648,0
1649,0
1650,1
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,1
1659,1
1660,1
1661,1
1662,1
1663,0
1664,1
1665,0
1666,0
1667,0
1668,0
1669,1
1670,0
1671,0
1672,1
1673,0
1674,0
1675,0
1676,0
1677,0
1678,1
1679,0
1680,0
1681,1
1682,0
1683,1
1684,1
1685,0
1686,1
1687,1
1688,0
1689,0
1690,1
1691,0
1692,1
1693,1
1694,1
1695,0
1696,1
1697,0
1698,0
1699,0
1700,1
1701,1
1702,0
1703,0
1704,0
1705,0
1706,0
1707,0
1708,0
1709,1
1710,0
1711,0
1712,0
1713,0
1714,1
1715,1
1716,1
1717,0
1718,1
1719,1
1720,0
1721,1
1722,0
1723,1
1724,0
1725,0
1726,1
1727,0
1728,0
1729,0
1730,1
1731,1
1732,0
1733,1
1734,1
1735,1
1736,1
1737,0
1738,0
1739,0
1740,0
1741,1
1742,0
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,1
1750,0
1751,0
1752,1
1753,1
1754,0
1755,1
1756,0
1757,0
1758,1
1759,0
1760,1
1761,1
1762,0
1763,0
1764,0
1765,0
1766,1
1767,0
1768,0
1769,0
1770,0
1771,0
1772,0
1773,0
1774,1
1775,0
1776,0
1777,1
1778,1
1779,1
1780,0
1781,1
1782,1
1783,0
1784,0
1785,1
1786,1
1787,1
1788,1
1789,0
1790,1
1791,1
1792,1
1793,0
1794,1
1795,1
1796,0
1797,0
1798,1
1799,1
1800,1
1801,0
1802,0
1803,0
1804,1
1805,0
1806,0
1807,0
1808,0
1809,0
1810,1
1811,0
1812,1
1813,0
1814,0
1815,0
1816,1
1817,1
1818,1
1819,0
1820,0
1821,1
1822,1
1823,0
1824,0
1825,0
1826,0
1827,0
1828,1
1829,1
1830,0
1831,0
1832,1
1833,1
1834,0
1835,0
1836,0
1837,1
1838,0
1839,0
1840,1
1841,1
1842,0
1843,0
1844,0
1845,1
1846,0
1847,1
1848,1
1849,1
1850,1
1851,0
1852,0
1853,0
1854,1
1855,0
1856,1
1857,0
1858,1
1859,0
1860,1
1861,1
1862,1
1863,1
1864,0
1865,1
1866,1
1867,0
1868,1
1869,1
1870,1
1871,1
1872,0
1873,1
1874,0
1875,1
1876,1
1877,0
1878,0
1879,1
1880,1
1881,1
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,0
1895,0
1896,0
1897,0
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,0
1905,1
1906,0
1907,1
1908,1
1909,0
1910,0
1911,1
1912,0
1913,0
1914,1
1915,1
1916,0
1917,0
1918,0
1919,0
1920,1
1921,0
1922,1
1923,0
1924,0
1925,0
1926,0
1927,0
1928,1
1929,1
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,0
1937,0
1938,0
1939,1
1940,0
1941,0
1942,0
1943,1
1944,1
1945,0
1946,0
1947,1
1948,1
1949,1
1950,1
1951,1
1952,1
1953,0
1954,1
1955,1
1956,0
1957,0
1958,0
1959,0
1960,0
1961,1
1962,1
1963,0
1964,1
1965,0
1966,1
1967,0
1968,1
1969,0
1970,0
1971,1
1972,0
1973,1
1974,1
1975,1
1976,1
1977,1
1978,0
1979,0
1980,1
1981,1
1982,1
1983,0
1984,0
1985,1
1986,0
1987,1
1988,1
1989,0
1990,0
1991,0
1992,1
1993,1
1994,0
1995,0
1996,1
1997,1
1998,0
1999,1
2000,1
2001,1
2002,0
2003,1
2004,1
2005,1
2006,0
2007,0
2008,1
2009,1
2010,1
2011,1
2012,0
2013,1
2014,1
2015,0
2016,1
2017,1
2018,0
2019,0
2020,0
2021,1
2022,0
2023,1
2024,1
2025,1
2026,0
2027,0
2028,0
2029,0
2030,0
2031,1
2032,1
2033,1
2034,0
2035,1
2036,0
2037,1
2038,1
2039,0
2040,1
2041,0
2042,0
2043,0
2044,1
2045,0
2046,0
2047,0
2048,0
2049,1
2050,1
2051,1
2052,1
2053,1
2054,0
2055,1
2056,1
2057,0
2058,0
2059,1
2060,1
2061,0
2062,1
2063,0
2064,0
2065,0
2066,0
2067,1
2068,0
2069,0
2070,1
2071,0
2072,0
2073,0
2074,0
2075,1
2076,0
2077,0
2078,1
2079,1
2080,1
2081,1
2082,0
2083,0
2084,1
2085,1
2086,1
2087,0
2088,0
2089,1
2090,0
2091,0
2092,0
2093,1
2094,1
2095,1
2096,1
2097,0
2098,1
2099,0
2100,0
2101,1
2102,1
2103,0
2104,1
2105,0
2106,1
2107,0
2108,1
2109,0
2110,0
2111,1
2112,1
2113,1
2114,1
2115,0
2116,1
2117,0
2118,1
2119,0
2120,1
2121,1
2122,0
2123,1
2124,1
2125,1
2126,1
2127,1
2128,0
2129,1
2130,1
2131,0
2132,0
2133,1
2134,0
2135,0
2136,0
2137,1
2138,1
2139,0
2140,1
2141,1
2142,1
2143,0
2144,0
2145,0
2146,1
2147,0
2148,1
2149,0
2150,1
2151,1
2152,1
2153,0
2154,1
2155,1
2156,1
2157,1
2158,0
2159,1
2160,1
2161,0
2162,1
2163,1
2164,1
2165,1
2166,1
2167,1
2168,0
2169,1
2170,0
2171,1
2172,1
2173,1
2174,0
2175,0
2176,0
2177,1
2178,1
2179,1
2180,1
2181,0
2182,1
2183,0
2184,0
2185,0
2186,0
2187,0
2188,1
2189,0
2190,0
2191,0
2192,0
2193,0
2194,1
2195,0
2196,0
2197,1
2198,1
2199,0
2200,1
2201,1
2202,1
2203,1
2204,1
2205,1
2206,1
2207,0
2208,0
2209,0
2210,1
2211,1
2212,1
2213,1
2214,0
2215,0
2216,1
2217,1
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,1
2225,0
2226,1
2227,1
2228,0
2229,1
2230,1
2231,0
2232,0
2233,1
2234,1
2235,0
2236,1
2237,0
2238,1
2239,1
2240,0
2241,0
2242,0
2243,0
2244,1
2245,0
2246,0
2247,1
2248,0
2249,0
2250,1
2251,1
2252,1
2253,1
2254,1
2255,0
2256,0
2257,0
2258,1
2259,1
2260,0
2261,0
2262,1
2263,1
2264,0
2265,1
2266,0
2267,1
2268,1
2269,1
2270,0
2271,1
2272,0
2273,1
2274,0
2275,1
2276,0
2277,1
2278,0
2279,0
2280,1
2281,0
2282,1
2283,1
2284,0
2285,0
2286,1
2287,1
2288,0
2289,0
2290,1
2291,0
2292,1
2293,1
2294,0
2295,1
2296,1
2297,1
2298,0
2299,0
2300,0
2301,1
2302,0
2303,1
2304,0
2305,1
2306,1
2307,1
2308,0
2309,0
2310,1
2311,0
2312,0
2313,1
2314,1
2315,1
2316,1
2317,0
2318,1
2319,1
2320,1
2321,1
2322,1
2323,0
2324,0
2325,0
2326,1
2327,0
2328,1
2329,1
2330,0
2331,1
2332,1
2333,0
2334,1
2335,0
2336,0
2337,0
2338,1
2339,0
2340,0
2341,1
2342,1
2343,1
2344,0
2345,0
2346,1
2347,0
2348,1
2349,1
2350,0
2351,1
2352,1
2353,0
2354,1
2355,1
2356,1
2357,0
2358,0
2359,1
2360,1
2361,0
2362,0
2363,1
2364,1
2365,0
2366,0
2367,1
2368,1
2369,0
2370,1
2371,1
2372,1
2373,0
2374,0
2375,0
2376,1
2377,0
2378,0
2379,0
2380,0
2381,0
2382,0
2383,1
2384,0
2385,0
2386,1
2387,1
2388,1
2389,0
2390,0
2391,0
2392,0
2393,1
2394,0
2395,0
2396,1
2397,1
2398,0
2399,0
2400,1
2401,0
2402,0
2403,0
2404,1
2405,1
2406,1
2407,0
2408,1
2409,0
2410,1
2411,1
2412,0
2413,0
2414,0
2415,0
2416,0
2417,0
2418,0
2419,0
2420,1
2421,1
2422,1
2423,1
2424,1
2425,1
2426,1
2427,1
2428,0
2429,1
2430,1
2431,0
2432,0
2433,0
2434,0
2435,0
2436,0
2437,1
2438,0
2439,0
2440,1
2441,0
2442,1
2443,1
2444,1
2445,1
2446,0
2447,1
2448,1
2449,0
2450,1
2451,1
2452,1
2453,0
2454,0
2455,1
2456,0
2457,1
2458,0
2459,1
2460,0
2461,1
2462,0
2463,0
2464,1
2465,1
2466,1
2467,1
2468,0
2469,0
2470,1
2471,0
2472,0
2473,1
2474,0
2475,0
2476,1
2477,1
2478,1
2479,0
2480,1
2481,1
2482,0
2483,0
2484,1
2485,0
2486,0
2487,1
2488,0
2489,1
2490,0
2491,0
2492,0
2493,1
2494,1
2495,0
2496,1
2497,0
2498,0
2499,1
2500,1
2501,0
2502,0
2503,0
2504,1
2505,1
2506,1
2507,0
2508,1
2509,0
2510,0
2511,1
2512,1
2513,0
2514,1
2515,0
2516,0
2517,0
2518,1
2519,0
2520,0
2521,0
2522,0
2523,1
2524,0
2525,0
2526,1
2527,0
2528,0
2529,1
2530,0
2531,1
2532,0
2533,1
2534,0
2535,1
2536,0
2537,1
2538,0
2539,1
2540,1
2541,0
2542,0
2543,0
2544,0
2545,0
2546,1
2547,1
2548,0
2549,0
2550,1
2551,0
2552,0
2553,1
2554,1
2555,1
2556,0
2557,0
2558,0
2559,1
2560,1
2561,0
2562,1
2563,1
2564,1
2565,0
2566,0
2567,0
2568,1
2569,0
2570,0
2571,0
2572,0
2573,0
2574,1
2575,0
2576,1
2577,1
2578,1
2579,0
2580,0
2581,0
2582,0
2583,0
2584,0
2585,0
2586,0
2587,1
2588,0
2589,0
2590,0
2591,1
2592,1
2593,1
2594,1
2595,1
2596,1
2597,0
2598,0
2599,0
2600,1
2601,0
2602,1
2603,0
2604,1
2605,0
2606,1
2607,1
2608,0
2609,0
2610,0
2611,1
2612,1
2613,1
2614,1
2615,1
2616,0
2617,0
2618,0
2619,1
2620,0
2621,0
2622,0
2623,0
2624,0
2625,1
2626,0
2627,0
2628,0
2629,1
2630,1
2631,0
2632,1
2633,1
2634,0
2635,1
2636,0
2637,1
2638,1
2639,1
2640,0
2641,0
2642,1
2643,1
2644,0
2645,0
2646,1
2647,1
2648,1
2649,1
2650,1
2651,1
2652,1
2653,1
2654,0
2655,1
2656,0
2657,1
2658,1
2659,1
2660,1
2661,1
2662,0
2663,0
2664,1
2665,1
2666,1
2667,1
2668,1
2669,0
2670,0
2671,0
2672,0
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,1
2680,0
2681,1
2682,1
2683,0
2684,1
2685,1
2686,0
2687,0
2688,0
2689,0
2690,0
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2699,1
2700,1
2701,0
2702,0
2703,1
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,1
2711,1
2712,0
2713,0
2714,0
2715,0
2716,1
2717,1
2718,1
2719,1
2720,0
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,1
2733,0
2734,0
2735,0
2736,1
2737,0
2738,0
2739,1
2740,1
2741,0
2742,0
2743,0
2744,0
2745,0
2746,0
2747,1
2748,1
2749,0
2750,1
2751,0
2752,0
2753,0
2754,1
2755,1
2756,1
2757,1
2758,1
2759,1
2760,1
2761,1
2762,1
2763,1
2764,0
2765,1
2766,1
2767,0
2768,0
2769,1
2770,1
2771,0
2772,1
2773,1
2774,0
2775,0
2776,1
2777,1
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,1
2786,1
2787,1
2788,0
2789,0
2790,1
2791,1
2792,0
2793,0
2794,1
2795,0
2796,1
2797,1
2798,1
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,1
2806,1
2807,1
2808,0
2809,0
2810,1
2811,0
2812,0
2813,0
2814,1
2815,1
2816,1
2817,0
2818,1
2819,0
2820,0
2821,0
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,0
2829,1
2830,0
2831,1
2832,1
2833,0
2834,0
2835,0
2836,1
2837,1
2838,0
2839,0
2840,0
2841,1
2842,0
2843,0
2844,1
2845,1
2846,1
2847,0
2848,1
2849,1
2850,0
2851,1
2852,1
2853,0
2854,0
2855,1
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,1
2863,1
2864,0
2865,1
2866,0
2867,1
2868,0
2869,0
2870,1
2871,0
2872,0
2873,0
2874,0
2875,0
2876,1
2877,0
2878,0
2879,1
2880,0
2881,1
2882,1
2883,1
2884,1
2885,1
2886,1
2887,0
2888,1
2889,1
2890,1
2891,0
2892,0
2893,1
2894,0
2895,0
2896,0
2897,1
2898,1
2899,1
2900,1
2901,1
2902,1
2903,0
2904,0
2905,1
2906,0
2907,1
2908,0
2909,1
2910,0
2911,1
2912,0
2913,1
2914,1
2915,0
2916,0
2917,0
2918,1
2919,1
2920,1
2921,0
2922,1
2923,0
2924,0
2925,0
2926,0
2927,1
2928,1
2929,1
2930,0
2931,0
2932,1
2933,1
2934,1
2935,1
2936,0
2937,1
2938,1
2939,0
2940,0
2941,0
2942,1
2943,0
2944,1
2945,1
2946,0
2947,0
2948,1
2949,1
2950,1
2951,1
2952,0
2953,0
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,1
2962,0
2963,1
2964,1
2965,0
2966,1
2967,0
2968,0
2969,1
2970,0
2971,1
2972,0
2973,1
2974,0
2975,1
2976,1
2977,0
2978,1
2979,0
2980,1
2981,1
2982,1
2983,1
2984,1
2985,1
2986,0
2987,0
2988,0
2989,1
2990,0
2991,0
2992,1
2993,0
2994,0
2995,1
2996,0
